2.726363181590795159e-01,5.272636318159079627e-01,9.654827413706853489e-01,2.061030515257628870e-01
2.261130565282641336e-01,2.836418209104552002e-01,6.953476738369183952e-02,6.503251625812905834e-02
2.286143071535767790e-01,1.000000000000000000e+00,7.348674337168584758e-01,2.286143071535767790e-01
2.196098049024512167e-01,5.847923961980990848e-01,9.784892446223111273e-01,1.090545272636318092e-01
4.922461230615307604e-01,0.000000000000000000e+00,1.545772886443221583e-01,0.000000000000000000e+00
5.142571285642821843e-01,9.434717358679339805e-01,9.439719859929964763e-01,5.127563781890945860e-01
2.086043021510755324e-01,1.000000000000000000e+00,2.961480740370184828e-01,2.066033016508254105e-01
1.455727863931965960e-01,2.716358179089544689e-01,6.953476738369183952e-02,6.503251625812905834e-02
1.740870435217608814e-01,5.912956478239119740e-01,2.801400700350175077e-01,1.285642821410705461e-01
2.336168084042020976e-01,1.000000000000000000e+00,9.644822411205602464e-01,2.336168084042020976e-01
2.426213106553276599e-01,9.959979989994997007e-01,9.784892446223111273e-01,2.426213106553276599e-01
2.496248124062031004e-01,3.696848424212105799e-01,1.565782891445722802e-01,1.525762881440720364e-01
4.492246123061530705e-01,0.000000000000000000e+00,4.502251125562781175e-02,0.000000000000000000e+00
2.536268134067033442e-01,7.553776888444221904e-02,7.903951975987993928e-02,6.253126563281641292e-02
1.090545272636318092e-01,9.904952476238119141e-01,3.851925962981490592e-01,1.090545272636318092e-01
3.456728364182091173e-01,5.937968984492245639e-01,8.509254627313657116e-01,2.516258129064532501e-01
5.217608804402200651e-01,9.299649824912455953e-01,9.489744872436217671e-01,4.872436218109054695e-01
2.681340670335167764e-01,8.944472236118059527e-01,8.549274637318658998e-01,2.616308154077038317e-01
5.527763881940970236e-01,7.553776888444221904e-02,2.851425712856428193e-02,1.950975487743871958e-02
2.286143071535767790e-01,9.419709854927463821e-01,7.128564282141071073e-01,2.286143071535767790e-01
3.696848424212105799e-01,4.447223611805902754e-01,6.103051525762881457e-01,3.266633316658328900e-01
2.521260630315157458e-01,1.000000000000000000e+00,9.844922461230615207e-01,2.521260630315157458e-01
2.151075537768884494e-01,1.000000000000000000e+00,9.814907453726863240e-01,2.151075537768884494e-01
2.166083041520760477e-01,9.969984992496248033e-01,5.917958979489744697e-01,2.166083041520760477e-01
2.366183091545772943e-01,4.772386193096548324e-01,8.074037018509254704e-01,2.191095547773886931e-01
4.532266133066533143e-01,2.246123061530765352e-01,4.822411205602801232e-01,2.181090545272636183e-01
3.006503251625812778e-01,9.759879939969985374e-01,8.389194597298649247e-01,2.871435717858929482e-01
1.100550275137568840e-01,7.523761880940470492e-01,6.803401700850425504e-01,1.100550275137568840e-01
2.766383191595798152e-01,5.447723861930965361e-01,6.793396698349174478e-01,2.606303151575787846e-01
3.266633316658328900e-01,9.914957478739370167e-01,9.679839919959980499e-01,3.266633316658328900e-01
6.453226613306652926e-01,3.471735867933967157e-01,4.352176088044021895e-01,2.496248124062031004e-01
3.476738369184592115e-01,6.278139069534767192e-01,7.918959479739869911e-01,3.196598299149575051e-01
9.704852426213106398e-02,1.060530265132566263e-01,8.504252126063031880e-03,8.504252126063031880e-03
5.262631315657828601e-01,3.716858429214607296e-01,8.239119559779889412e-01,3.151575787893947100e-01
3.006503251625812778e-01,9.864932466233116148e-01,9.694847423711856482e-01,3.006503251625812778e-01
1.760880440220110033e-01,6.798399199599799436e-01,9.509754877438719722e-01,1.760880440220110033e-01
4.522261130565282672e-01,3.831915957978989651e-01,7.808904452226113069e-01,3.001500750375187820e-01
1.235617808904452275e-01,5.322661330665332535e-01,8.569284642321161050e-01,1.185592796398199089e-01
2.481240620310155021e-01,9.989994997498748974e-01,9.764882441220610332e-01,2.481240620310155021e-01
5.577788894447223145e-01,4.987493746873436495e-01,7.258629314657328857e-01,3.456728364182091173e-01
3.401700850425212752e-01,9.994997498749375042e-01,8.334167083541771381e-01,3.401700850425212752e-01
2.636318159079539813e-01,3.311655827913956851e-01,6.843421710855427387e-01,2.206103051525762915e-01
2.046023011505752887e-01,5.657828914457229130e-01,8.659329664832415840e-01,2.011005502751375684e-01
4.092046023011505773e-01,9.454727363681840746e-01,9.499749874937468697e-01,4.092046023011505773e-01
3.686843421710855329e-01,9.509754877438719722e-01,9.549774887443721605e-01,3.686843421710855329e-01
6.063031515757878465e-01,2.261130565282641336e-01,4.157078539269634665e-01,1.980990495247623717e-01
3.306653326663331893e-01,1.785892946473236487e-01,3.051525762881440729e-01,1.505752876438219146e-01
4.927463731865933116e-01,1.950975487743871958e-02,1.380690345172586320e-01,1.400700350175087573e-02
3.226613306653326463e-01,3.101550775387693637e-01,7.773886943471736144e-01,2.476238119059529785e-01
1.955977988994497263e-01,9.569784892446223656e-01,9.609804902451225539e-01,1.955977988994497263e-01
1.610805402701350753e-01,4.072036018009004277e-01,3.501750875437719124e-01,1.525762881440720364e-01
2.891445722861430978e-01,8.964482241120560468e-01,2.716358179089544689e-01,2.151075537768884494e-01
3.696848424212105799e-01,8.929464732366183544e-01,9.389694847423711854e-01,3.671835917958979345e-01
2.911455727863931919e-01,3.381690845422711256e-01,6.633316658329164728e-01,2.236118059029514882e-01
2.606303151575787846e-01,9.974987493746872991e-01,9.724862431215607339e-01,2.606303151575787846e-01
3.896948474237118543e-01,5.817908954477238881e-01,5.937968984492245639e-01,3.011505752876438291e-01
2.716358179089544689e-01,9.934967483741871108e-01,8.674337168584291824e-01,2.716358179089544689e-01
5.232616308154076634e-01,9.464732366183091772e-01,9.489744872436217671e-01,5.232616308154076634e-01
3.511755877938969594e-01,1.560780390195097567e-01,5.792896448224111872e-01,1.505752876438219146e-01
6.263131565782891208e-01,9.374687343671835871e-01,9.239619809904952019e-01,6.223111555777889325e-01
3.881940970485242559e-01,1.735867933966983578e-01,8.554277138569284233e-02,7.053526763381691433e-02
5.597798899449725196e-01,9.509754877438719722e-01,0.000000000000000000e+00,0.000000000000000000e+00
1.215607803901950917e-01,9.414707353676838864e-01,5.917958979489744697e-01,1.215607803901950917e-01
1.995997998999499701e-01,9.489744872436217671e-01,9.734867433716858365e-01,1.995997998999499701e-01
3.541770885442721561e-01,8.514257128564282073e-01,9.139569784892446203e-01,3.491745872936468098e-01
4.977488744372186025e-01,4.337168584292145912e-01,5.132566283141570818e-01,2.326163081540770505e-01
4.067033516758379319e-01,9.654827413706853489e-01,9.039519759879940386e-01,4.062031015507753806e-01
6.448224112056027968e-01,9.579789894947473572e-01,9.529764882441220664e-01,6.448224112056027968e-01
2.676338169084542251e-01,6.948474237118559271e-01,8.364182091045522238e-01,2.676338169084542251e-01
5.612806403201601180e-01,5.152576288144071759e-01,8.474237118559280191e-01,4.032016008004001839e-01
4.542271135567784168e-01,3.056528264132066242e-01,6.253126563281641292e-02,3.651825912956477987e-02
1.015507753876938452e-01,1.000000000000000000e+00,1.475737868934467178e-01,9.704852426213106398e-02
3.081540770385192696e-01,6.358179089544772067e-01,8.979489744872436452e-01,3.061530765382691199e-01
1.020510255127563826e-01,2.041020510255127651e-01,7.253626813406703899e-01,9.454727363681840469e-02
2.756378189094547126e-01,9.459729864932465704e-01,9.464732366183091772e-01,2.756378189094547126e-01
3.446723361680840148e-01,9.874937468734367174e-01,9.614807403701850497e-01,3.431715857928964719e-01
1.340670335167583882e-01,1.000000000000000000e+00,9.464732366183091772e-01,1.340670335167583882e-01
4.692346173086543448e-01,1.565782891445722802e-01,5.352676338169084502e-01,1.550775387693846818e-01
5.482741370685342286e-01,6.218109054527263257e-01,8.629314657328663873e-01,4.432216108054026771e-01
9.704852426213106398e-02,1.000000000000000000e+00,1.415707853926963522e-01,9.354677338669334374e-02
1.010505252626313216e-01,6.173086543271635307e-01,1.535767883941971113e-01,9.454727363681840469e-02
4.672336168084041952e-01,3.561780890445222503e-01,5.497748874437218269e-01,3.046523261630815216e-01
1.695847923961980863e-01,9.914957478739370167e-01,6.703351675837918577e-01,1.695847923961980863e-01
5.722861430715358022e-01,9.514757378689344680e-01,9.524762381190595706e-01,5.722861430715358022e-01
2.016008004002000920e-01,0.000000000000000000e+00,3.366683341670835272e-01,0.000000000000000000e+00
4.327163581790895441e-01,8.994497248624312435e-01,9.504752376188093654e-01,4.322161080540269928e-01
2.886443221610805465e-01,1.290645322661330696e-01,5.002501250625312297e-04,5.002501250625312297e-04
2.826413206603301531e-01,6.253126563281641292e-01,6.788394197098549521e-01,2.826413206603301531e-01
5.232616308154076634e-01,9.494747373686843739e-01,9.389694847423711854e-01,5.232616308154076634e-01
4.547273636818409126e-01,4.417208604302151342e-01,7.763881940970485118e-01,2.986493246623311837e-01
3.316658329164582364e-01,1.055527763881941028e-01,3.571785892946472973e-01,9.704852426213106398e-02
5.267633816908454669e-01,9.594797398699349555e-01,9.359679839919959887e-01,5.242621310655327660e-01
6.473236618309154977e-01,3.411705852926463223e-01,7.858929464732365977e-01,3.081540770385192696e-01
2.286143071535767790e-01,9.959979989994997007e-01,8.364182091045522238e-01,2.286143071535767790e-01
2.781390695347673581e-01,7.428714357178589633e-01,1.810905452726363218e-01,1.510755377688844381e-01
3.416708354177088736e-01,9.289644822411206038e-01,9.219609804902451078e-01,3.411705852926463223e-01
2.601300650325162334e-01,9.769884942471235290e-01,9.634817408704352548e-01,2.601300650325162334e-01
2.331165582791395741e-01,8.864432216108053542e-01,9.849924962481240165e-01,1.895947973986993607e-01
2.691345672836418235e-01,8.814407203601800633e-01,8.069034517258629746e-01,2.686343171585792722e-01
2.311155577788894522e-01,9.699849924962481440e-01,3.056528264132066242e-01,2.131065532766383275e-01
2.341170585292646211e-01,1.000000000000000000e+00,8.219109554777388471e-01,2.341170585292646211e-01
3.201600800400200009e-01,9.869934967483742216e-01,9.639819909954977506e-01,3.201600800400200009e-01
2.561280640320159896e-01,9.974987493746872991e-01,9.709854927463731356e-01,2.561280640320159896e-01
1.855927963981990891e-01,9.979989994997499059e-01,8.579289644822410965e-01,1.855927963981990891e-01
2.386193096548274162e-01,9.889944972486243158e-01,7.908954477238618885e-01,2.381190595297648926e-01
3.326663331665832835e-01,9.534767383691845621e-01,9.349674837418708861e-01,3.326663331665832835e-01
2.396198099049524632e-01,6.828414207103551403e-01,7.158579289644821930e-01,2.396198099049524632e-01
3.531765882941470536e-01,3.551775887943972032e-01,3.261630815407703943e-01,1.070535267633816873e-01
3.396698349174587239e-01,9.669834917458729473e-01,6.228114057028514283e-01,1.415707853926963522e-01
4.147073536768384194e-01,6.233116558279139241e-01,7.248624312156077831e-01,3.086543271635817653e-01
3.756878439219609733e-01,9.599799899949974513e-01,9.534767383691845621e-01,3.756878439219609733e-01
5.292646323161580568e-01,9.554777388694346563e-02,4.752376188094047105e-02,4.602301150575287964e-02
5.437718859429714335e-01,8.949474737368684485e-01,9.244622311155578087e-01,4.942471235617809100e-01
2.731365682841420672e-01,9.274637318659330054e-01,9.469734867433716730e-01,2.726363181590795159e-01
5.962981490745372648e-01,2.891445722861430978e-01,3.056528264132066242e-01,1.045522761380690280e-01
3.276638319159579926e-01,9.464732366183091772e-01,9.214607303651826120e-01,3.196598299149575051e-01
2.236118059029514882e-01,1.000000000000000000e+00,9.789894947473737341e-01,2.236118059029514882e-01
2.581290645322661392e-01,9.969984992496248033e-01,9.584792396198098530e-01,2.581290645322661392e-01
2.316158079039519757e-01,9.909954977488744099e-01,9.519759879939969638e-01,2.316158079039519757e-01
2.396198099049524632e-01,1.000000000000000000e+00,9.829914957478739224e-01,2.396198099049524632e-01
2.181090545272636183e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.001500750375187820e-01,7.953976988494247669e-02,6.203101550775387552e-02,6.153076538269134504e-02
2.511255627813906988e-01,9.974987493746872991e-01,9.649824912456228532e-01,2.511255627813906988e-01
2.446223111555777818e-01,9.409704852426212796e-01,9.539769884942471689e-01,2.446223111555777818e-01
5.372686343171585444e-01,2.251125562781390588e-01,3.476738369184592115e-01,1.105552776388194075e-01
2.676338169084542251e-01,9.864932466233116148e-01,9.659829914957478447e-01,2.676338169084542251e-01
6.763381690845422511e-01,8.139069534767383596e-01,7.373686843421710657e-01,4.902451225612806662e-01
4.267133566783391507e-01,1.065532766383191637e-01,3.661830915457728874e-01,1.050525262631315654e-01
2.701350675337668705e-01,1.000000000000000000e+00,9.829914957478739224e-01,2.701350675337668705e-01
1.855927963981990891e-01,1.000000000000000000e+00,9.739869934967483323e-01,1.855927963981990891e-01
3.331665832916458347e-01,9.774887443721861358e-01,9.579789894947473572e-01,3.331665832916458347e-01
1.355677838919459866e-01,1.500750375187593910e-01,3.216608304152075992e-01,1.175587793896948480e-01
7.108554277138569022e-01,9.169584792396198170e-01,7.643821910955477250e-01,5.702851425712855971e-01
2.201100550275137679e-01,9.849924962481240165e-01,9.719859929964982381e-01,2.201100550275137679e-01
3.971985992996498460e-01,2.486243121560780256e-01,4.687343671835917935e-01,1.645822911455727955e-01
2.316158079039519757e-01,9.974987493746872991e-01,8.789394697348674734e-01,2.316158079039519757e-01
4.462231115557778738e-01,6.808404202101050462e-01,8.924462231115557476e-01,3.911955977988994526e-01
6.338169084542271126e-01,8.294147073536768389e-01,8.379189594797398222e-01,5.042521260630314917e-01
2.621310655327663830e-01,7.823911955977989052e-01,6.473236618309154977e-01,2.401200600300150145e-01
4.082041020510255303e-01,8.104052026013006116e-02,6.853426713356677857e-02,6.403201600800399740e-02
6.903451725862931321e-01,9.589794897448724598e-01,9.539769884942471689e-01,6.903451725862931321e-01
1.855927963981990891e-01,1.000000000000000000e+00,9.754877438719359306e-01,1.855927963981990891e-01
2.991495747873936795e-01,3.061530765382691199e-01,5.287643821910955610e-01,1.395697848924462303e-01
7.003501750875438248e-01,9.449724862431215788e-01,9.509754877438719722e-01,7.003501750875438248e-01
2.416208104052026129e-01,9.994997498749375042e-01,9.784892446223111273e-01,2.416208104052026129e-01
1.530765382691345600e-01,6.223111555777889325e-01,9.789894947473737341e-01,1.175587793896948480e-01
4.447223611805902754e-01,9.434717358679339805e-01,9.509754877438719722e-01,4.447223611805902754e-01
3.106553276638319150e-01,9.374687343671835871e-01,9.319659829914958005e-01,3.086543271635817653e-01
1.265632816408203964e-01,9.979989994997499059e-01,8.504252126063031880e-03,8.504252126063031880e-03
2.561280640320159896e-01,1.000000000000000000e+00,9.824912456228114266e-01,2.561280640320159896e-01
2.386193096548274162e-01,9.984992496248124016e-01,9.234617308654327061e-01,2.371185592796398178e-01
2.201100550275137679e-01,8.149074537268634622e-01,8.914457228614307560e-01,2.166083041520760477e-01
5.487743871935968354e-01,8.234117058529264455e-01,6.273136568284142234e-01,4.177088544272136161e-01
6.578289144572285752e-01,7.483741870935467499e-01,8.939469734867433459e-01,5.387693846923461427e-01
1.755877938969484797e-01,1.000000000000000000e+00,8.054027013506753763e-01,1.755877938969484797e-01
5.117558779389694834e-01,3.461730865432716131e-01,7.708854427213607252e-01,2.911455727863931919e-01
6.748374187093546528e-01,6.413206603301651043e-01,7.763881940970485118e-01,4.307153576788393945e-01
2.551275637818909425e-01,9.779889944972486315e-01,9.034517258629314318e-01,2.491245622811405769e-01
2.416208104052026129e-01,9.994997498749375042e-01,9.804902451225613325e-01,2.416208104052026129e-01
1.060530265132566263e-01,1.060530265132566263e-01,9.654827413706854045e-02,5.952976488244122316e-02
6.743371685842921570e-01,8.964482241120560468e-01,9.369684842421210913e-01,6.673336668334166610e-01
3.911955977988994526e-01,9.354677338669334929e-01,9.434717358679339805e-01,3.911955977988994526e-01
1.605802901450725240e-01,1.000000000000000000e+00,9.779889944972486315e-01,1.605802901450725240e-01
4.827413706853426745e-01,1.950975487743871958e-02,3.101550775387693776e-02,1.750875437718859423e-02
5.382691345672836469e-01,3.466733366683341644e-01,7.828914457228614010e-01,2.971485742871435853e-01
3.811905952976488154e-01,3.401700850425212752e-01,7.513756878439219467e-01,2.436218109054527348e-01
4.637318659329665027e-01,3.061530765382691199e-01,6.458229114557278994e-01,2.726363181590795159e-01
4.827413706853426745e-01,9.459729864932465704e-01,9.369684842421210913e-01,4.827413706853426745e-01
4.212106053026513086e-01,5.612806403201601180e-01,7.828914457228614010e-01,3.551775887943972032e-01
